MS_IMP_SEG,YR_BUILT
R279521.1.2,1975
R279530.1.1,1967
R279530.1.5,1968
R279594.1.1,1976
R279601.1.1,1976
R279629.1.1,2004
R282483.1.1,1943
R282492.1.1,1976
R284105.1.1,2009
R284150.1.1,2009
R284178.1.1,2008
R284196.1.1,1995
R284294.1.1,1967
R284301.1.1,1971
R284310.1.1,2000
R284329.1.1,1997
R284356.1.1,1999
R284392.1.1,1995
R284597.1.1,1989
R284597.1.2,1989
R284604.1.1,1997
R284604.1.3,1997
R284631.1.1,1970
R284640.1.1,1952
R284640.2.1,2014
R284695.1.1,1952
R284748.1.1,1930
R284748.1.3,1930
R284766.1.1,1930
R284864.1.1,1940
R284864.1.3,1940
R284864.1.4,1940
R284873.1.1,1930
R284873.1.2,1930
R284891.1.1,1975
R284935.1.1,1994
R284962.1.1,1973
R284971.1.1,1967
R284980.1.1,1995
R285006.1.1,1945
R285006.1.3,1945
R285015.1.1,1946
R285015.1.2,1946
R285168.1.1,1958
R285168.2.1,1952
R285168.2.2,1952
R285177.1.1,1974
R285186.1.1,1974
R285195.1.1,1974
R285202.1.1,1997
R285211.1.1,1966
R285239.1.1,1965
R285239.1.2,1965
R285257.1.1,1947
R285257.1.2,1947
R285257.1.3,1947
R285266.1.1,1945
R285266.1.3,1945
R285266.1.4,1945
R285275.1.1,1964
R285275.1.2,1964
R285275.1.3,1964
R285284.1.1,1954
R285293.1.1,1988
R285514.1.1,1958
R285514.1.2,1958
R285514.1.3,1958
R285523.1.1,1960
R285523.1.2,1960
R285523.1.3,1960
R285532.1.1,1959
R285532.1.2,1959
R285532.1.3,1959
R285541.1.1,1955
R285541.1.2,1955
R285541.1.3,1955
R285550.1.1,1954
R285550.1.2,1954
R285550.1.3,1954
R285569.1.1,1955
R285569.1.2,1955
R285569.1.3,1955
R285578.1.1,1955
R285578.1.2,1955
R285587.1.1,1952
R285587.1.2,1952
R285587.1.3,1952
R285596.1.1,1956
R285596.1.2,1956
R285603.1.1,1956
R285603.1.2,1956
R285612.1.1,1954
R285612.1.2,1954
R285621.1.1,1957
R285621.1.2,1957
R285630.1.1,1963
R285630.1.2,1963
R285630.1.3,1963
R285649.1.1,1961
R285649.1.2,1961
R285658.1.1,1963
R285658.1.3,1963
R285667.1.1,1963
R285667.1.2,1963
R285667.1.3,1963
R285676.1.1,1962
R285676.1.3,1962
R285710.1.1,1961
R285710.1.2,1961
R285729.1.1,1961
R285729.1.2,1961
R285738.1.1,1920
R285765.1.1,2008
R285783.1.1,1940
R285783.1.3,1940
R285809.1.1,2004
R285836.1.1,1955
R285836.1.2,1955
R285863.1.1,1954
R285863.1.2,1954
R285872.1.1,1996
R285881.1.1,2006
R285890.1.1,1956
R285890.1.2,1956
R285907.1.1,1928
R285916.1.1,1945
R285916.1.2,1945
R285925.1.1,2003
R285952.1.1,1925
R285952.1.2,1925
R285970.1.1,1944
R285970.1.2,1944
R285970.2.1,1944
R285970.2.2,1944
R285970.3.1,1944
R286005.1.1,1953
R286005.1.2,1953
R286005.2.1,1998
R286014.1.1,1948
R286078.1.1,1950
R286078.1.2,1950
R286087.1.1,1941
R286087.1.2,1941
R286087.1.3,1941
R286096.1.1,1947
R286096.1.2,1947
R286167.1.1,1950
R286167.1.2,1950
R286185.1.1,1955
R286194.1.1,2007
R286256.1.1,1963
R286265.1.1,2002
R286274.1.1,1960
R286274.1.2,1960
R286363.1.1,2007
R286363.2.1,2007
R286522.1.1,1955
R286568.1.1,1967
R286568.1.2,1967
R286568.2.1,1988
R286602.1.1,1965
R289360.1.1,1974
R289360.1.2,1974
R289360.1.3,1974
R289360.1.4,1974
R289360.1.5,1974
R289360.1.6,1974
R289360.1.7,1974
R289360.1.8,1974
R297271.1.1,1998
R297351.1.1,1996
R297351.1.10,1996
R297351.1.11,1996
R297351.1.12,1996
R297351.1.14,1996
R297351.1.18,1996
R297351.1.2,1996
R297351.1.3,1996
R297351.1.4,1996
R297351.1.5,1996
R297351.1.6,1996
R297351.1.7,1996
R297351.1.8,1996
R297351.1.9,1996
R311406.1.1,1950
R311406.1.2,1950
R311503.1.1,1956
R311503.1.2,1956
R312263.1.1,1992
R312619.1.1,2004
R316018.1.1,1996
R316018.1.2,1996
R316018.2.1,1996
R316018.2.2,1996
R316018.3.1,1996
R316018.3.2,1996
R316018.4.1,1996
R316018.4.2,1996
R319444.1.1,1951
R319462.1.1,1956
R319550.1.1,1986
R319578.1.1,1979
R319578.2.1,1982
R319587.1.1,1979
R319701.2.1,2004
R319818.1.1,1975
R319818.1.2,1975
R322957.1.1,1986
R323046.1.1,1997
R323055.1.1,1989
R323171.1.1,1945
R323180.1.1,1938
R323224.1.1,1930
R323224.1.3,1930
R323233.1.1,2000
R323242.1.1,1930
R323251.1.1,1920
R323288.1.1,1950
R323288.2.1,1965
R323288.2.6,2003
R323313.1.1,1999
R323322.1.1,1975
R323322.2.1,2006
R323322.3.1,2007
R323448.1.1,1950
R323448.1.2,1930
R323536.1.1,2004
R323572.1.1,1950
R32360.1.1,2001
R32360.2.1,1938
R32360.3.1,1965
R32360.3.2,1965
R32360.4.1,1998
R32360.5.1,1986
R32360.6.1,1998
R323634.1.1,2005
R323689.1.1,1950
R323698.1.1,1941
R323698.1.2,1941
R323769.1.1,1983
R323830.1.1,1960
R323956.1.1,1950
R324054.1.1,1976
R324090.1.1,1977
R324090.2.1,2005
R324241.1.1,1961
R324250.1.1,1960
R324269.1.1,1978
R324438.1.1,1978
R324465.1.1,1977
R324465.1.2,1977
R324553.1.1,2005
R325455.1.1,1983
R325455.1.2,1983
R325455.1.3,1983
R325669.1.1,1990
R325669.2.1,1974
R326285.1.1,1946
R326301.1.1,1978
R326383.1.1,1980
R326383.1.2,1980
R326613.1.1,1972
R326622.1.1,1955
R326640.1.1,1979
R326659.1.1,1925
R326659.1.3,1925
R326668.1.1,1925
R326677.1.1,1924
R326677.1.2,1924
R326677.1.4,1924
R326686.1.1,1912
R326686.1.3,1912
R326695.1.1,1955
R326695.1.2,1955
R326757.1.1,1920
R326757.1.3,1920
R326766.1.1,1929
R326766.1.2,1929
R326784.1.1,1983
R326800.1.1,1960
R326800.1.2,1960
R326819.1.1,1960
R326837.1.1,1976
R326837.2.1,1950
R326837.2.2,1950
R326855.1.1,1920
R326855.1.3,1920
R326864.1.1,1976
R326873.1.1,1946
R326873.1.2,1946
R326882.1.1,1920
R326926.1.1,2003
R326926.2.1,1940
R326926.3.1,1947
R326971.1.1,1930
R326980.1.1,1915
R326980.1.2,1915
R326980.1.3,1910
R327006.1.1,1961
R327015.1.1,1961
R327033.1.1,1930
R327033.1.2,1930
R327042.1.1,1890
R327042.1.2,1890
R327051.1.1,1917
R327051.1.2,1917
R327060.1.1,1966
R327088.1.1,1940
R327097.1.1,1940
R327097.1.2,1940
R327097.1.3,1940
R327140.1.1,1910
R327159.1.1,1915
R327159.1.2,1915
R327159.1.3,1915
R327168.1.1,1992
R327168.2.1,2002
R327337.1.1,1943
R327373.1.1,2008
R327417.1.1,1997
R327774.1.1,1970
R327774.1.2,1982
R327774.1.3,1970
R327809.1.1,1970
R327881.1.1,1969
R327907.1.1,1978
R327934.1.1,1935
R327934.1.2,1935
R327961.1.1,1925
R327961.1.3,1925
R327970.1.1,1930
R327970.1.3,1930
R327998.1.1,1978
R328005.1.1,1910
R328005.1.2,1910
R328014.1.1,1930
R328014.1.3,1930
R328023.1.1,1977
R328069.1.1,1969
R328078.1.1,1969
R328087.1.1,1969
R328096.1.1,1976
R328121.1.1,1969
R328130.1.1,1981
R328158.1.1,1955
R328194.1.1,2011
R328210.1.1,1974
R328229.1.1,1925
R328229.1.3,1925
R328238.1.1,1980
R328256.1.1,1970
R328283.1.1,1987
R328309.1.1,1920
R328327.1.1,1971
R328336.1.1,1956
R328345.1.1,1978
R328363.1.1,1976
R328372.1.1,1978
R328381.1.1,1928
R328381.1.2,1928
R328407.1.1,1969
R328434.1.1,1965
R328443.1.1,1985
R328443.2.1,1965
R328443.2.3,1965
R328443.3.1,1970
R328443.3.2,1970
R328513.1.1,1948
R328522.1.1,1986
R328559.1.1,1890
R328577.1.1,1987
R328595.1.1,1972
R328611.1.1,1960
R328639.1.1,1980
R328639.1.2,1980
R328639.1.3,1997
R328648.1.1,2001
R328700.1.1,1915
R328700.1.2,1915
R328700.1.4,1915
R328924.1.1,1966
R328924.1.2,1966
R329120.1.1,1966
R329120.1.2,1966
R329736.3.1,2005
R329745.1.1,1964
R329754.1.1,1941
R329772.1.1,1951
R329816.1.1,1986
R329816.2.1,1986
R330314.1.1,2002
R330500.1.1,2002
R330500.2.1,2008
R330500.3.1,2002
R330500.3.2,2002
R330500.3.3,2002
R330500.4.1,2009
R330500.4.2,2009
R330797.1.1,1960
R330813.1.1,1979
R330813.2.1,1964
R330840.1.1,1986
R330840.3.1,1986
R330840.4.1,1986
R330877.1.1,1983
R330877.1.2,1983
R330957.2.1,1972
R330957.2.4,1972
R330966.1.1,1969
R331000.1.1,2011
R331019.1.1,1977
R331028.1.1,1999
R331046.1.1,2003
R338101.1.1,1946
R338110.1.1,1960
R338110.2.1,1960
R338156.1.1,1984
R338227.1.1,1948
R338227.1.2,1948
R338227.1.3,1948
R338227.2.1,1930
R338227.2.2,1997
R339351.1.1,1980
R339351.1.2,2002
R339351.1.3,2002
R339351.1.4,2002
R339351.1.5,2002
R339379.1.1,1975
R339404.1.1,1970
R339486.1.1,1951
R339486.2.2,1952
R339501.1.1,1992
R339583.1.1,1999
R339609.1.1,1960
R339609.1.2,1960
R339609.1.3,1960
R339663.1.1,1994
R339850.1.1,1950
R339994.2.1,1940
R340152.1.1,1925
R340189.1.1,1961
R340198.1.1,1964
R340198.1.2,1964
R340198.2.1,1987
R341124.1.1,2007
R341124.2.1,2007
R341339.1.1,2010
R342560.1.1,1953
R342560.1.2,1957
R342588.1.1,1950
R342588.1.2,1940
R342640.1.1,1960
R342686.1.1,2002
R342686.2.1,2002
R342720.1.1,1987
R342720.1.2,1989
R342757.1.1,1971
R343168.1.2,1954
R343168.1.3,1954
R343168.1.4,1954
R343168.1.5,1954
R345022.1.1,1998
R345022.1.10,1998
R345022.1.11,1998
R345022.1.12,1998
R345022.1.13,1998
R345022.1.14,1998
R345022.1.2,1998
R345022.1.3,1998
R345022.1.4,1998
R345022.1.5,1998
R345022.1.6,1998
R345022.1.7,1998
R345022.1.8,1998
R345022.1.9,1998
R345200.1.1,1969
R345200.2.1,1969
R345200.3.1,1969
R345228.1.1,1969
R345237.1.1,1969
R345353.1.1,1985
R345380.1.1,1964
R345406.1.1,1948
R345406.1.2,1948
R345488.1.1,1930
R345488.2.1,1930
R345497.1.1,1986
R345530.1.1,1951
R345567.1.1,1920
R34581.1.1,1956
R34581.2.1,1924
R34590.1.1,1965
R34607.2.1,2011
R346352.1.1,1977
R346352.1.2,1977
R346398.1.1,1920
R346398.1.2,1920
R346398.2.1,1920
R346441.1.1,2000
R346904.1.1,1950
R346904.1.2,1950
R346913.1.1,1970
R346913.1.4,1970
R346922.1.1,2007
R346922.2.1,2008
R346940.1.1,1945
R346959.1.1,2000
R347002.1.1,2004
R347093.1.1,1961
R347093.1.2,1961
R347093.1.3,1961
R347146.1.1,2001
R347155.1.1,2004
R347164.1.1,1960
R347164.2.1,1978
R347173.1.1,2008
R347208.1.1,1957
R347208.1.2,1957
R347217.1.1,1960
R347217.1.2,1960
R347226.1.1,1920
R347235.1.1,2009
R347235.2.1,2009
R347235.3.1,2009
R347468.1.1,1995
R347654.1.1,1992
R347663.1.1,1997
R347663.1.2,1997
R347690.1.1,1995
R347716.1.1,1985
R347725.1.1,1977
R347869.1.1,1969
R347869.2.1,1963
R347887.1.1,1972
R347896.1.1,1972
R347912.1.1,1976
R347912.1.2,1976
R347912.1.3,1976
R347912.1.4,1976
R347912.2.1,1976
R347921.1.1,1976
R347921.1.2,1976
R347921.1.3,1979
R347930.1.1,1968
R347930.2.1,1969
R347967.1.1,1975
R347976.1.1,1990
R347976.1.2,1990
R347976.1.3,1990
R348029.1.1,1990
R348029.1.2,1990
R348029.2.1,1990
R348029.2.2,1990
R351256.1.1,1960
R351256.1.2,1960
R351256.2.1,1990
R356616.1.1,1945
R356616.1.3,1945
R356634.1.1,1945
R356634.1.3,1945
R356652.1.1,1996
R356652.2.1,1948
R356652.2.2,1948
R356670.1.1,1947
R356670.1.2,1947
R356689.1.1,1935
R356714.1.1,1940
R356714.1.3,1940
R356714.1.5,1990
R356732.1.1,1944
R356732.1.2,1944
R356732.1.3,1944
R356741.1.1,1984
R356741.1.2,1984
R356778.1.1,2001
R356796.1.1,1965
R356796.2.1,1970
R356821.1.1,1986
R356849.1.5,1924
R356849.1.6,1959
R356849.2.1,1959
R356974.1.1,2004
R356983.1.1,1986
R356992.1.1,2011
R357018.1.1,1944
R357018.1.2,1944
R357027.1.1,1930
R357027.1.2,1930
R357045.1.1,1996
R35857.1.1,1942
R35866.1.1,1940
R35866.1.2,1940
R35875.1.1,1935
R35884.1.1,1951
R35893.1.1,1940
R359061.1.1,1950
R359061.1.2,1990
R359070.1.1,1950
R359070.1.2,1950
R359089.1.1,1925
R359089.1.2,1925
R359089.2.1,1950
R359098.1.1,1948
R359098.1.2,1948
R359098.1.3,1995
R359105.1.1,1936
R359105.1.2,1936
R359132.1.1,1942
R359132.1.2,1942
R359150.1.1,1942
R359150.1.2,1942
R359169.1.1,1960
R359169.1.2,1960
R359178.1.1,1940
R359178.1.2,1940
R359187.1.1,1960
R359187.1.2,1960
R359196.1.1,1950
R359196.1.2,1950
R35946.1.1,1950
R35946.1.2,1950
R35955.1.1,1952
R35955.1.2,1952
R359597.1.1,1954
R359604.1.1,1940
R359604.1.2,1940
R359613.2.1,1950
R359613.2.2,1950
R359622.1.1,1954
R359631.1.1,1980
R359659.1.1,1930
R359659.1.2,1930
R359711.1.1,1975
R359748.1.1,1969
R359873.1.1,1963
R359873.2.1,1988
R359891.1.1,1948
R359908.1.1,1956
R359908.1.2,1956
R35991.1.1,1935
R359935.1.1,1948
R359935.1.2,1948
R359944.1.1,1990
R359980.1.1,1955
R359980.1.2,1955
R359999.1.1,1995
R360004.1.1,1948
R360004.1.3,1948
R360013.1.1,1993
R360022.1.1,1946
R360031.1.1,1952
R360031.1.2,1952
R360040.1.1,1971
R360059.1.2,1952
R360059.1.3,1952
R360068.1.1,1944
R360077.1.1,2002
R36008.1.1,2000
R360086.1.1,1979
R360095.1.1,1988
R360102.1.1,1981
R360111.1.1,1984
R360139.1.1,1968
R361227.1.1,1910
R361236.1.1,1940
R361236.1.2,1980
R361245.1.1,1930
R361245.1.2,1930
R361281.1.1,1974
R361352.1.1,1972
R361432.1.1,1963
R361441.1.1,1979
R36160.2.1,1954
R361682.1.1,1945
R361682.1.2,1945
R361691.1.1,1952
R361691.1.2,1952
R361691.1.3,1952
R361708.1.1,2011
R361717.1.1,1960
R361717.1.2,1960
R361717.1.4,1974
R361717.2.1,2008
R361717.3.1,2006
R36179.1.1,1940
R36179.1.2,1940
R361833.1.1,1934
R361833.1.2,1934
R361842.1.1,1974
R361842.1.3,1974
R361959.1.1,1979
R361959.1.2,1979
R361968.1.1,1925
R361968.1.2,1925
R361968.1.3,1925
R361977.1.1,1953
R361977.1.2,1953
R361986.1.1,1955
R361986.1.2,1955
R363083.1.1,1925
R363083.1.3,1925
R363083.1.4,1925
R363092.1.1,1930
R363092.1.2,1930
R364466.1.1,1947
R364466.1.2,1947
R364475.1.1,1930
R364475.1.3,1930
R364493.1.1,2010
R364493.2.1,2010
R364518.1.1,1964
R364527.1.1,1930
R364527.1.3,1930
R364527.1.4,1930
R364527.2.1,1950
R364527.2.2,1950
R36455.1.1,2008
R37169.1.1,1981
R37230.1.1,1900
R37230.1.2,1900
R37230.1.3,1900
R37230.1.4,1900
R37249.1.1,1974
R37249.1.2,1979
R37249.1.3,1996
R381090.2.1,1987
R381090.2.2,1987
R381090.4.1,2014
R3846.1.1,1990
R387735.1.1,1950
R387735.1.2,1950
R387735.1.3,1950
R3891.1.1,1940
R3891.1.2,1940
R393381.1.1,1971
R393381.1.4,1971
R395557.1.1,2008
R395557.1.5,1973
R396182.2.1,2007
R398625.1.1,1965
R399358.1.1,2004
R399358.2.1,2004
R399385.1.1,1952
R399394.1.1,2004
R399410.1.1,1979
R399410.1.2,1979
R399438.1.1,1965
R399438.2.1,2000
R399474.1.1,1984
R399492.1.1,1974
R399508.1.1,1973
R399517.1.1,1980
R399526.1.1,1962
R399526.1.2,1962
R399526.1.3,1962
R399526.1.4,1962
R399526.1.5,1962
R399553.1.1,1956
R399553.1.2,1987
R399553.1.3,1987
R399562.1.1,1997
R399562.2.1,2009
R399571.1.1,1966
R399571.1.2,1966
R399599.1.1,1998
R399606.1.1,1978
R399606.3.1,2006
R399615.1.1,1978
R399713.1.1,1959
R399713.2.1,1989
R399731.1.1,1945
R399731.1.2,1945
R399740.1.1,1920
R399740.1.2,1920
R399795.1.1,1920
R399839.1.1,1960
R399839.2.1,1960
R399839.2.2,1960
R399848.1.1,1930
R399848.1.2,1930
R399866.1.1,1980
R399866.2.1,1980
R399893.1.1,1949
R399900.1.1,1946
R399919.1.1,1946
R399955.1.1,2008
R399982.1.1,2008
R399991.1.1,1946
R399991.1.3,1946
R400006.1.1,1946
R400006.1.3,1946
R400015.1.1,1925
R400015.1.2,1925
R400024.1.1,1938
R400033.1.1,1924
R400051.1.1,1946
R400051.2.1,1946
R400060.1.1,1938
R400060.1.2,1938
R400079.1.1,1925
R400079.1.2,1925
R400088.1.1,1925
R400088.1.2,1925
R400097.1.1,1997
R400104.1.1,1945
R400113.1.1,1920
R400113.2.1,1954
R400131.1.1,1993
R400140.1.1,1969
R400168.1.1,1925
R400177.1.1,1940
R400177.1.2,1940
R400211.1.1,1946
R400220.1.1,1961
R400220.1.2,1961
R400220.2.1,1957
R400220.2.2,1957
R400239.1.1,1900
R400239.1.3,1900
R400248.2.1,1930
R400257.1.1,1930
R400266.1.1,1915
R400266.1.3,2007
R400275.1.1,1991
R400284.1.1,1946
R400293.1.1,1966
R400293.1.2,1966
R400300.1.1,1920
R400300.1.2,1920
R400319.1.1,1920
R400319.1.2,1920
R400337.1.1,1925
R400337.1.2,1925
R400346.1.1,1969
R400355.1.1,1998
R400364.1.1,1915
R400373.1.1,1920
R400373.1.3,1920
R400373.1.4,1920
R400382.1.1,2000
R400391.1.1,1997
R400408.1.1,1915
R400408.1.3,2002
R400417.1.1,2000
R400426.1.1,1925
R400426.2.1,1920
R400435.1.1,1938
R400444.1.1,1920
R400453.1.1,1946
R400471.1.1,2001
R400480.1.1,1920
R400480.2.1,2007
R400499.1.1,1920
R400505.1.1,1946
R400514.1.1,1925
R400514.1.2,1925
R400541.1.1,2010
R400569.1.1,1952
R400569.1.2,1952
R400578.1.1,1920
R400587.1.1,1920
R400596.1.1,1989
R400603.1.1,1925
R400603.1.2,1925
R400603.1.3,1946
R400612.1.1,1915
R400612.1.2,1915
R400621.1.1,2000
R400621.2.1,1925
R400630.1.1,1962
R400630.1.2,1962
R400658.1.1,2004
R400694.1.1,1946
R400729.1.1,1946
R400738.1.1,1946
R400738.1.2,1946
R400747.1.1,1940
R400756.1.1,1946
R400756.1.3,1946
R400765.1.1,1980
R400774.1.1,1940
R400774.1.2,1940
R400783.1.1,1940
R400792.1.1,1955
R400792.1.4,2008
R400809.1.1,1951
R400818.1.1,1940
R400827.1.1,1938
R400827.1.2,1938
R400836.1.1,1935
R400836.1.3,1935
R400845.1.1,1940
R400845.1.3,1940
R400854.1.1,1940
R400854.1.3,1940
R400872.1.1,1940
R400872.1.2,1940
R400881.1.1,1969
R400890.1.1,1940
R400907.1.1,2011
R400916.1.1,1950
R400916.1.2,1950
R400925.1.1,1915
R400925.1.3,1915
R400934.1.1,1940
R400934.1.3,1940
R400943.1.1,1940
R400952.1.1,1940
R400961.1.1,1945
R400961.1.2,1945
R400970.1.1,1938
R400970.1.2,1938
R400989.1.1,1940
R400998.1.1,1953
R400998.1.2,1953
R401005.1.1,1965
R401005.1.3,1980
R401005.1.4,1980
R401023.1.1,1968
R401023.1.2,1968
R401050.1.1,1958
R401103.1.1,1937
R401112.1.1,1937
R401121.1.1,1937
R401149.1.1,1965
R401149.2.1,1965
R401149.3.1,1989
R401149.4.1,1980
R401167.1.1,1950
R401176.1.1,1969
R401176.2.1,1997
R401201.1.1,1915
R401229.1.1,1980
R401229.1.2,1925
R401238.1.1,1955
R401238.1.2,1955
R401247.1.1,1960
R401256.1.1,1960
R401265.1.1,1945
R401265.1.3,1945
R401309.1.1,1970
R401309.1.2,1970
R401309.1.3,1970
R401327.1.1,1925
R401336.1.1,1963
R401345.1.1,1963
R401345.2.1,1940
R401345.2.3,1940
R401354.1.1,1940
R401372.1.1,1946
R401381.1.1,2008
R401381.2.1,1985
R401390.1.1,1940
R401407.1.1,1940
R401407.1.2,1940
R401416.1.1,1930
R401434.1.1,1978
R401443.1.1,1941
R401443.1.3,1951
R401452.1.1,1940
R401452.1.2,1976
R401461.1.1,1940
R401461.1.2,1940
R401470.1.1,1910
R401470.1.2,1944
R401489.1.1,1910
R401489.1.3,1910
R401504.1.1,1945
R401504.1.2,1980
R401522.1.1,1910
R401522.1.3,1910
R401540.1.1,1955
R401559.1.1,1950
R401586.1.1,1979
R401602.1.1,1961
R401620.1.1,1940
R401639.1.1,1960
R401648.1.1,1987
R401684.1.1,1992
R401693.1.1,1935
R401693.2.1,1910
R401728.1.1,1965
R401737.1.1,1916
R401755.1.1,1994
R401764.1.1,1920
R401773.1.1,1951
R401791.1.1,1996
R401988.1.1,2007
R402004.1.1,1914
R402004.1.2,1914
R402004.1.4,1914
R402022.1.1,1910
R402521.1.1,1920
R402549.1.1,1973
R402576.1.1,1965
R402665.1.1,2008
R402683.1.1,1940
R403334.1.1,2007
R403343.1.1,1966
R403566.1.1,1981
R403575.1.1,1930
R403575.1.2,1930
R403575.1.3,1930
R403600.1.1,1973
R403628.1.1,1920
R403628.1.3,1920
R403637.1.1,2000
R40495.1.2,1978
R40547.1.1,1997
R405975.1.1,1969
R405984.1.1,1915
R406046.1.1,1946
R406046.1.2,1946
R406055.1.1,1900
R408927.1.1,1953
R408927.1.4,1953
R409953.1.1,1915
R409953.1.3,1915
R409971.1.1,2014
R4104.1.1,1995
R412501.1.1,1967
R412501.1.2,1967
R413243.1.1,1945
R413270.1.1,1951
R413270.1.2,1951
R413341.1.1,1998
R413341.2.1,1948
R413341.2.2,1948
R413378.1.1,1950
R413378.1.2,1950
R413378.1.3,1950
R413387.1.1,1985
R413396.1.1,1980
R413396.2.1,1980
R413396.3.1,2003
R413403.1.1,1990
R413412.1.1,1890
R413412.1.3,1890
R413412.2.1,1970
R413751.1.1,1975
R413760.1.1,1960
R413779.1.1,1960
R413779.1.2,1960
R413822.1.1,1973
R413822.2.1,1973
R413822.3.1,1973
R413822.4.1,1973
R413822.5.1,1973
R413822.6.1,1973
R413822.7.1,1973
R413822.8.1,1973
R413822.9.1,1973
R413831.1.1,1940
R413831.1.3,1940
R413868.1.1,1950
R413868.2.1,1950
R413886.1.1,1950
R413886.1.2,1950
R413886.1.3,1950
R414322.1.1,1930
R414322.1.3,1930
R414359.1.1,2012
R414368.1.1,1979
R414386.1.1,1940
R414386.1.2,1940
R414395.1.1,1940
R414395.1.2,1940
R414402.1.1,1955
R414439.1.1,1957
R414439.1.2,1957
R414448.1.1,1953
R414448.1.2,1953
R414457.1.1,1949
R414484.1.1,1925
R414484.1.3,1925
R414484.2.1,2004
R414581.1.1,1996
R414938.1.1,1952
R414992.1.1,1963
R415009.1.1,1963
R415018.1.1,2008
R415027.1.1,1950
R415027.1.2,1950
R415027.2.1,1950
R415081.1.1,1970
R415081.2.1,1970
R415125.1.1,1946
R415170.1.1,1985
R415214.1.1,1991
R415214.2.1,1991
R415241.1.1,1940
R415241.1.3,1940
R415312.1.1,1988
R415367.1.1,1963
R415376.1.1,1963
R415385.1.1,1968
R415394.1.1,1973
R416614.1.1,1955
R416623.1.1,1955
R417098.1.1,1950
R417123.1.1,1970
R417150.1.1,1950
R417150.1.3,1950
R417178.1.1,1950
R417178.2.1,2011
R417187.1.1,1900
R417187.1.3,1900
R417196.1.1,1940
R417196.1.3,1940
R417310.1.1,1960
R417310.1.2,1960
R417383.1.1,1940
R417383.2.1,1960
R417392.1.1,1960
R417409.1.1,1950
R417409.2.1,1950
R417418.1.1,1945
R417418.1.3,1945
R417436.1.1,1945
R417436.1.2,1945
R417445.1.1,1950
R417445.1.2,1950
R417454.1.1,1925
R417463.1.1,1979
R417560.1.1,1977
R417560.1.2,1977
R417560.1.3,1977
R417560.1.4,1977
R417604.1.1,2009
R417613.1.1,1945
R417613.1.2,1945
R417631.1.1,1945
R417640.1.1,1950
R417686.1.1,1945
R417686.1.2,1945
R417739.1.1,1964
R417739.1.2,1964
R417757.1.1,2002
R417757.1.2,2002
R417793.1.1,1961
R417793.2.1,1941
R417793.3.1,1930
R417793.3.3,1930
R417793.4.1,1940
R417873.1.1,1969
R417999.1.1,1910
R417999.1.2,1910
R417999.1.4,1910
R418015.1.1,1940
R418024.1.1,1956
R418088.1.1,1958
R418122.1.1,1901
R418122.1.3,1998
R418186.1.1,1900
R418186.1.2,1900
R418186.2.1,1910
R418195.1.1,1910
R418202.1.1,2006
R418202.1.2,2006
R418248.1.1,1990
R418257.1.1,1900
R418257.1.3,1988
R418275.1.1,1940
R418275.1.2,1940
R418293.1.1,1900
R418293.1.3,1989
R418300.1.1,1994
R418328.1.1,1900
R418328.1.3,1900
R418373.1.1,1936
R418373.1.2,1936
R418382.1.1,1935
R418382.1.2,1935
R418408.1.1,1910
R418408.1.3,1910
R418408.1.4,1910
R418417.1.1,1933
R418417.1.3,1933
R418417.1.4,1933
R418426.1.1,1940
R418426.1.2,1940
R418426.1.3,1940
R418435.1.1,1909
R418435.1.3,1909
R418444.1.1,1934
R418444.1.2,1934
R418453.1.1,1938
R418453.1.3,1909
R418453.1.4,1909
R418480.1.1,1918
R418480.2.1,2010
R418499.1.1,1916
R418499.1.2,1916
R418514.1.1,1937
R418514.2.1,1937
R418523.1.1,1915
R418523.1.2,1915
R418541.1.1,1920
R418541.1.2,1920
R418550.1.1,1982
R418569.1.1,1903
R418569.1.3,1997
R418578.1.1,1910
R418596.1.1,1920
R418596.1.2,1920
R418603.1.1,1930
R418603.1.2,1930
R418612.1.1,1940
R418612.1.2,1940
R418612.1.3,1940
R418621.1.1,1947
R418621.1.2,1947
R418621.1.3,1947
R418630.1.1,1940
R418630.1.2,1940
R418649.1.1,1940
R418649.1.3,1940
R418658.1.1,1940
R418658.1.2,1940
R418658.1.3,1940
R418667.1.1,1940
R418667.1.3,1940
R418676.1.1,1940
R418701.1.1,1930
R418845.1.1,1920
R418863.1.1,1920
R418863.1.3,1920
R418881.1.1,1930
R418998.2.1,1965
R419005.1.1,1930
R419014.1.1,1947
R419014.1.2,1947
R419023.1.1,1870
R419023.1.3,2000
R419032.1.1,1870
R419032.1.3,1870
R419452.1.1,1970
R419452.2.1,1970
R419470.1.1,1975
R419470.2.1,1988
R421662.1.1,1948
R421662.1.2,1948
R421699.1.1,2008
R421706.1.1,1965
R421760.1.1,1974
R421779.1.1,1910
R421779.1.3,1910
R421788.1.1,1910
R421788.1.3,1910
R421822.1.1,1900
R421822.1.3,1900
R421831.1.1,1880
R421831.1.3,1880
R421840.1.1,1920
R421840.1.2,1920
R421859.1.1,1926
R421859.1.3,1926
R421859.1.4,1926
R421877.1.1,1945
R421877.1.3,1945
R421877.1.4,1945
R421895.1.1,1948
R421895.1.3,1948
R421902.1.1,1915
R421902.1.3,1915
R421939.1.1,1890
R421948.1.1,1937
R421957.1.1,1978
R421993.1.1,1920
R422000.1.2,1900
R422019.1.1,1945
